step,walk_1_x,walk_1_y,walk_2_x,walk_2_y,walk_3_x,walk_3_y,walk_4_x,walk_4_y,walk_5_x,walk_5_y,walk_6_x,walk_6_y,walk_7_x,walk_7_y,walk_8_x,walk_8_y,walk_9_x,walk_9_y,walk_10_x,walk_10_y
266,0,33,6,22,-1,-3,2,8,-11,-5,14,-1,-31,-24,7,-8,4,-22,6,-14
267,0,34,6,23,-2,-2,1,8,-12,-4,14,-2,-32,-23,6,-8,4,-22,5,-13
268,1,33,7,23,-3,-3,0,8,-11,-3,14,-1,-33,-24,6,-9,4,-23,5,-14
269,2,34,8,22,-3,-4,0,8,-10,-3,15,0,-34,-23,6,-10,4,-23,4,-13
270,3,34,9,23,-2,-5,1,8,-11,-2,14,0,-35,-23,6,-9,3,-22,4,-13
271,2,34,8,22,-3,-6,0,9,-11,-2,13,-1,-35,-22,7,-9,3,-23,4,-14
272,3,35,7,22,-4,-5,0,8,-10,-3,13,0,-36,-22,6,-10,2,-24,4,-14
273,4,36,6,23,-3,-5,1,8,-10,-4,14,1,-36,-22,7,-10,2,-25,4,-14
274,5,35,7,24,-4,-4,1,9,-10,-3,15,0,-36,-23,6,-11,3,-26,4,-15
275,4,35,6,24,-3,-3,2,10,-9,-2,16,0,-36,-23,7,-12,3,-26,4,-14
276,3,34,6,24,-2,-4,1,10,-9,-3,16,-1,-37,-23,7,-11,2,-27,5,-15
277,2,34,5,23,-2,-3,0,11,-8,-2,15,0,-38,-23,7,-12,2,-26,5,-14
278,2,35,5,22,-1,-3,-1,11,-7,-2,14,1,-38,-23,7,-13,1,-26,6,-14
279,2,34,5,22,-2,-3,0,12,-7,-3,13,1,-39,-24,8,-14,2,-26,5,-14
280,3,34,4,22,-1,-3,-1,13,-7,-4,12,0,-39,-24,7,-13,2,-27,5,-15
281,3,35,5,23,0,-4,0,12,-8,-3,12,-1,-39,-23,6,-14,2,-26,4,-14
282,3,35,4,23,0,-4,-1,12,-9,-3,11,-2,-38,-23,5,-14,1,-26,4,-15
283,2,36,5,23,1,-3,-1,12,-8,-2,11,-2,-38,-24,5,-15,0,-27,5,-14
284,1,36,4,23,1,-3,-2,11,-7,-1,11,-1,-39,-24,4,-14,1,-28,5,-13
285,2,36,3,22,1,-4,-2,10,-6,-2,10,-2,-39,-23,5,-15,1,-28,5,-12
286,2,36,4,23,1,-3,-3,11,-7,-2,11,-2,-39,-22,6,-15,0,-27,4,-13
287,3,37,3,22,2,-2,-2,11,-7,-1,11,-2,-38,-23,5,-15,-1,-26,5,-12
288,2,38,4,23,3,-3,-1,12,-7,-1,10,-2,-39,-23,6,-14,0,-27,4,-12
289,2,39,4,22,2,-2,-2,13,-8,-2,9,-2,-40,-23,6,-14,1,-26,4,-13
290,2,39,3,21,1,-1,-1,13,-7,-3,9,-1,-40,-23,7,-14,0,-27,4,-12
291,3,40,2,20,2,0,0,14,-8,-3,8,-1,-39,-24,7,-15,-1,-26,5,-11
292,2,40,3,20,2,1,0,15,-9,-3,7,-1,-40,-23,8,-15,0,-25,4,-10
293,2,41,2,19,1,2,-1,14,-10,-4,8,0,-39,-22,8,-15,0,-24,5,-9
294,3,40,2,19,1,2,-1,14,-11,-5,7,0,-40,-23,7,-15,1,-23,4,-9
295,2,40,2,18,1,1,0,13,-12,-6,8,0,-40,-23,6,-16,2,-24,4,-8
296,1,41,3,17,1,0,0,12,-12,-6,7,1,-39,-24,6,-17,2,-23,3,-7
297,2,41,3,18,1,0,1,11,-11,-5,6,2,-39,-24,6,-16,3,-23,2,-7
298,1,42,4,19,2,0,0,12,-12,-5,5,3,-38,-23,6,-15,4,-23,2,-8
299,0,42,3,18,1,0,0,11,-12,-4,4,4,-37,-22,6,-16,4,-23,2,-7
300,1,41,3,19,0,-1,0,10,-13,-3,3,4,-36,-21,5,-15,3,-22,2,-8
301,2,41,2,19,0,-1,-1,11,-14,-2,2,5,-35,-22,4,-16,2,-22,3,-8
302,3,42,3,19,0,0,-2,10,-13,-2,1,5,-35,-23,3,-15,1,-21,3,-9
303,2,41,4,19,-1,1,-3,10,-14,-1,0,6,-34,-24,4,-14,0,-20,2,-10
304,3,40,3,18,-2,0,-4,10,-13,-2,1,7,-35,-24,4,-15,1,-19,2,-9
305,2,41,3,17,-1,0,-3,11,-14,-3,2,8,-36,-23,4,-16,1,-19,1,-8
306,3,41,2,16,-1,1,-3,11,-13,-3,1,7,-35,-22,4,-15,0,-19,1,-7
307,4,40,1,15,-2,1,-4,10,-13,-4,1,6,-35,-22,4,-15,0,-19,1,-7
308,3,40,0,15,-2,2,-3,10,-14,-4,2,7,-34,-23,4,-14,0,-20,2,-7
309,4,41,-1,15,-2,1,-2,11,-14,-4,1,6,-34,-24,5,-13,1,-21,3,-7
310,4,41,-2,15,-2,2,-3,11,-13,-4,2,7,-34,-25,6,-13,2,-22,2,-8
311,5,40,-2,14,-3,2,-4,11,-12,-5,1,8,-33,-25,5,-14,1,-22,3,-8
312,4,39,-3,14,-4,1,-5,11,-12,-6,2,9,-32,-26,6,-15,2,-22,4,-9
313,5,39,-3,13,-5,0,-5,12,-11,-5,3,8,-33,-26,6,-16,1,-22,3,-8
314,5,40,-3,14,-6,1,-5,13,-12,-5,4,8,-32,-26,5,-16,2,-21,3,-8
315,6,39,-2,15,-6,1,-5,14,-13,-6,3,9,-33,-26,6,-15,1,-21,3,-7
316,5,38,-3,15,-6,1,-4,13,-12,-7,2,10,-34,-27,6,-15,2,-22,4,-8
317,4,37,-3,15,-6,1,-4,12,-11,-7,3,9,-34,-27,6,-15,3,-21,5,-9
318,4,37,-2,16,-6,1,-5,13,-12,-7,3,8,-33,-28,5,-14,2,-22,4,-9
319,3,38,-1,17,-5,1,-6,13,-11,-7,3,7,-33,-28,5,-15,2,-21,5,-10
320,2,39,0,16,-4,1,-5,14,-11,-8,4,7,-33,-29,4,-14,2,-20,6,-10
321,2,39,-1,16,-4,0,-5,14,-11,-8,3,8,-34,-28,5,-13,3,-20,7,-9
322,3,39,0,16,-4,1,-4,13,-10,-7,3,7,-35,-29,5,-12,4,-21,6,-10
323,3,38,1,15,-5,0,-5,13,-10,-7,2,6,-35,-28,5,-13,5,-21,5,-9
324,4,37,2,15,-6,-1,-6,12,-11,-7,2,7,-36,-29,4,-12,6,-20,4,-8
325,3,36,2,14,-7,-2,-6,12,-10,-7,1,7,-37,-30,3,-13,6,-21,4,-9
326,2,35,1,14,-7,-1,-7,11,-9,-6,2,6,-36,-29,2,-12,6,-21,3,-9
327,1,36,1,15,-7,-2,-7,11,-9,-6,1,7,-35,-30,2,-11,5,-22,4,-9
328,1,35,0,15,-8,-2,-7,11,-8,-7,1,7,-36,-29,2,-10,5,-23,4,-10
329,0,35,1,16,-8,-3,-7,12,-9,-6,2,7,-36,-29,2,-11,5,-24,3,-10
330,0,36,0,15,-8,-2,-7,13,-9,-6,3,7,-36,-30,2,-10,4,-24,2,-11
331,1,35,-1,14,-8,-1,-7,14,-8,-7,3,8,-36,-31,1,-11,5,-25,3,-12
332,0,36,0,14,-7,0,-8,13,-9,-7,4,8,-36,-31,0,-12,4,-24,3,-13
333,1,35,0,14,-7,1,-7,12,-8,-7,5,7,-36,-32,1,-12,4,-23,3,-12
334,1,35,0,13,-7,0,-6,12,-9,-6,6,8,-35,-31,0,-13,3,-23,3,-13
335,1,35,-1,13,-6,0,-5,13,-9,-5,5,9,-35,-32,0,-13,4,-22,3,-14
336,0,36,0,13,-5,-1,-4,14,-10,-6,5,8,-34,-31,-1,-12,3,-21,4,-14
337,-1,37,0,12,-6,-2,-4,15,-9,-7,6,8,-34,-31,0,-11,2,-20,5,-15
338,0,38,0,13,-5,-3,-3,16,-8,-6,6,8,-33,-31,-1,-12,2,-21,6,-15
339,1,38,0,13,-4,-3,-3,16,-7,-5,6,9,-34,-32,-1,-11,2,-20,6,-16
340,1,39,1,14,-4,-2,-3,15,-6,-6,6,9,-35,-31,-1,-12,3,-20,7,-17
341,1,39,2,14,-5,-1,-2,15,-6,-5,7,8,-34,-31,-2,-12,4,-21,6,-17
342,2,38,2,15,-6,-2,-1,15,-5,-6,7,9,-35,-31,-3,-13,4,-20,6,-18
343,2,39,3,16,-5,-1,0,15,-6,-7,7,8,-35,-32,-4,-14,5,-20,5,-19
344,2,40,4,17,-4,-2,-1,16,-6,-8,8,7,-36,-33,-3,-13,4,-20,6,-19
345,3,41,5,17,-4,-1,-2,15,-5,-7,7,7,-35,-34,-3,-12,5,-20,5,-20
346,3,40,4,18,-3,-2,-3,14,-6,-6,7,8,-34,-33,-3,-13,6,-20,6,-21
347,3,39,3,19,-4,-3,-4,13,-5,-5,8,9,-35,-33,-3,-12,7,-21,5,-20
348,4,40,2,19,-4,-4,-5,13,-6,-6,9,9,-36,-33,-4,-13,6,-22,5,-20
349,4,40,1,19,-5,-4,-5,12,-5,-5,10,9,-36,-34,-4,-13,7,-23,5,-19
350,3,39,2,20,-5,-4,-4,11,-4,-6,9,10,-36,-33,-4,-13,8,-24,6,-20
351,4,40,2,19,-6,-4,-4,12,-4,-7,10,11,-36,-34,-3,-12,7,-23,6,-21
352,4,39,1,19,-7,-5,-4,12,-3,-6,11,12,-35,-34,-3,-12,6,-22,5,-20
353,4,38,2,19,-6,-6,-4,13,-3,-5,12,12,-35,-35,-2,-11,7,-21,4,-21
354,4,37,3,19,-6,-7,-3,12,-3,-6,13,12,-36,-35,-3,-10,7,-20,3,-20
355,3,38,4,18,-6,-6,-4,13,-2,-5,12,11,-36,-34,-3,-11,8,-21,4,-21
356,3,38,3,17,-5,-5,-3,13,-3,-4,11,12,-35,-35,-2,-10,7,-21,3,-20
357,2,38,3,18,-5,-4,-2,12,-4,-3,12,13,-34,-36,-3,-10,7,-21,2,-19
358,3,39,2,18,-4,-5,-1,12,-3,-2,12,13,-33,-36,-2,-9,6,-22,2,-20
359,3,39,1,18,-3,-4,-1,13,-3,-2,12,13,-34,-37,-3,-9,6,-23,1,-19
360,3,38,1,19,-4,-4,0,13,-4,-1,11,14,-34,-36,-4,-10,6,-23,0,-18
361,3,38,2,18,-3,-5,0,13,-5,-2,12,14,-34,-37,-3,-11,5,-22,-1,-18
362,3,37,3,18,-3,-4,1,13,-5,-3,12,13,-35,-38,-2,-10,5,-21,-2,-18
363,2,38,3,17,-2,-4,2,14,-5,-3,12,14,-34,-37,-3,-11,5,-20,-1,-18
364,3,39,4,16,-2,-3,2,14,-4,-2,13,13,-35,-37,-4,-12,4,-20,0,-17
365,3,40,3,17,-3,-2,3,14,-3,-2,14,14,-35,-36,-4,-12,5,-19,-1,-17
366,3,39,4,18,-4,-1,4,15,-4,-3,13,15,-34,-36,-5,-11,4,-18,-1,-17
367,3,38,4,17,-4,-2,5,15,-4,-3,14,14,-34,-36,-5,-10,5,-18,-2,-18
368,4,39,3,18,-3,-2,6,15,-5,-2,13,14,-35,-36,-4,-11,6,-18,-1,-19
369,3,38,4,19,-3,-3,5,15,-5,-1,14,14,-35,-35,-4,-11,5,-19,0,-20
370,3,38,3,19,-3,-2,4,15,-5,-1,15,15,-35,-35,-5,-12,5,-20,1,-20
371,4,39,2,19,-3,-3,4,14,-6,0,15,15,-35,-36,-6,-11,6,-19,2,-19
372,5,38,3,20,-3,-2,4,13,-7,-1,16,15,-34,-36,-5,-11,7,-18,3,-18
373,4,38,2,21,-4,-3,4,12,-6,-1,17,15,-34,-37,-5,-12,7,-19,3,-18
374,5,38,3,20,-5,-2,3,12,-7,0,17,15,-34,-36,-6,-12,7,-18,3,-17
375,4,38,4,19,-4,-2,2,13,-7,0,16,16,-34,-37,-7,-12,7,-19,3,-17
376,4,39,3,20,-3,-2,2,12,-6,0,15,16,-35,-38,-8,-11,7,-18,3,-17
377,4,40,4,21,-4,-1,1,11,-5,-1,16,17,-36,-39,-7,-10,8,-17,2,-17
378,5,40,4,20,-4,-1,2,10,-4,-1,17,17,-36,-39,-6,-9,7,-16,3,-16
379,5,39,3,20,-3,-2,2,9,-5,-2,17,16,-36,-39,-5,-10,8,-17,2,-17
380,4,38,4,19,-4,-3,3,10,-4,-1,16,16,-35,-39,-4,-9,9,-18,1,-16
381,4,37,4,20,-4,-4,4,10,-3,-2,15,16,-36,-40,-5,-9,9,-17,2,-16
382,3,38,4,19,-5,-4,5,10,-4,-3,16,17,-36,-41,-4,-9,9,-18,3,-15
383,2,37,5,20,-5,-5,4,11,-5,-2,15,16,-35,-40,-3,-9,10,-18,4,-16
384,3,37,5,19,-5,-4,3,12,-6,-3,14,16,-34,-41,-3,-9,9,-19,3,-15
385,3,37,5,20,-6,-4,2,13,-7,-3,15,17,-35,-40,-2,-10,9,-20,4,-16
386,4,38,5,19,-6,-3,1,12,-6,-2,15,17,-35,-40,-2,-10,9,-21,3,-17
387,5,39,5,20,-6,-2,2,11,-5,-1,16,16,-36,-39,-1,-9,10,-20,2,-18
388,5,38,4,19,-5,-1,1,12,-6,-1,15,16,-35,-39,-1,-8,11,-21,1,-18
389,4,38,3,20,-6,-1,2,11,-5,-1,14,17,-35,-38,-1,-8,11,-22,0,-19
390,4,39,4,21,-6,-1,1,12,-6,-2,15,16,-35,-37,-2,-7,12,-23,1,-18
391,3,38,3,21,-5,-2,1,12,-7,-2,14,15,-35,-36,-1,-7,12,-24,2,-18
392,2,39,3,22,-4,-3,1,13,-8,-1,14,15,-34,-36,-2,-6,11,-25,1,-19
393,1,38,4,21,-4,-2,1,14,-8,0,14,15,-35,-37,-3,-6,10,-26,2,-18
394,0,39,3,20,-3,-3,0,15,-7,0,13,14,-35,-37,-3,-7,11,-27,3,-19
395,1,39,2,20,-2,-4,0,15,-7,1,14,13,-36,-37,-2,-7,12,-28,3,-19
396,2,39,1,20,-3,-4,1,14,-7,1,13,13,-37,-37,-1,-8,11,-28,4,-19
397,1,40,0,21,-4,-5,0,15,-6,0,13,13,-36,-36,-1,-7,10,-29,4,-18
398,2,41,-1,20,-5,-5,-1,16,-7,1,14,13,-36,-37,0,-8,10,-28,4,-17
399,1,41,-1,21,-5,-5,-2,16,-7,2,13,12,-37,-37,-1,-8,10,-29,4,-18
400,0,41,0,20,-4,-6,-2,15,-7,2,14,11,-37,-36,-1,-7,9,-28,5,-19
401,-1,40,-1,21,-5,-5,-2,14,-8,3,13,12,-38,-37,-2,-7,10,-27,4,-18
402,0,41,0,21,-4,-5,-2,15,-7,4,13,11,-37,-36,-2,-8,10,-28,3,-19
403,-1,41,0,21,-5,-4,-1,15,-8,4,14,12,-36,-35,-3,-8,10,-29,4,-18
404,0,42,-1,20,-5,-5,-1,15,-9,3,15,13,-35,-34,-4,-7,11,-28,4,-19
405,0,42,-1,21,-5,-4,0,15,-10,2,16,14,-36,-33,-3,-7,10,-29,5,-20
406,0,42,0,20,-4,-3,1,15,-11,2,15,15,-36,-34,-3,-7,11,-28,5,-21
407,0,43,1,19,-4,-3,0,14,-10,2,16,15,-37,-35,-4,-6,10,-28,6,-22
408,-1,42,2,18,-5,-3,-1,13,-10,2,15,14,-38,-36,-3,-5,11,-29,5,-22
409,-2,43,1,18,-4,-3,-1,14,-11,3,14,14,-37,-37,-4,-4,12,-28,4,-21
410,-2,43,1,17,-5,-4,-1,14,-11,2,14,15,-37,-36,-3,-4,13,-29,3,-21
411,-1,43,1,18,-4,-4,-2,14,-11,1,15,15,-38,-35,-3,-4,13,-28,3,-21
412,-2,42,2,19,-5,-3,-1,13,-11,1,14,16,-37,-36,-4,-5,14,-27,4,-21
413,-1,41,1,19,-6,-3,0,13,-11,1,13,17,-36,-37,-4,-6,13,-26,4,-21
414,-2,41,1,18,-5,-3,1,12,-11,1,12,16,-36,-37,-3,-6,12,-27,4,-20
415,-1,41,0,19,-4,-2,0,13,-12,2,11,17,-36,-36,-4,-5,11,-27,4,-20
416,0,40,-1,19,-3,-3,0,12,-12,1,10,17,-36,-35,-5,-4,12,-27,5,-21
417,1,41,-2,18,-4,-4,0,12,-13,2,9,16,-35,-34,-6,-5,13,-27,4,-20
418,2,40,-1,17,-4,-4,1,12,-12,2,9,17,-34,-34,-5,-4,14,-28,4,-21
419,3,40,0,17,-5,-5,1,11,-11,2,8,18,-33,-35,-6,-3,13,-27,5,-20
420,2,40,1,16,-4,-5,2,11,-12,1,7,18,-34,-34,-7,-3,13,-28,4,-21
421,3,39,2,17,-3,-4,1,11,-13,1,6,19,-33,-35,-7,-2,14,-28,4,-21
422,4,40,3,18,-3,-4,0,10,-13,1,6,18,-32,-35,-8,-1,15,-27,3,-20
423,3,40,4,17,-3,-3,-1,11,-14,1,5,17,-32,-34,-8,0,14,-27,4,-20
424,4,39,3,18,-3,-3,-1,12,-15,2,5,16,-32,-33,-7,0,15,-28,3,-21
425,5,38,4,18,-4,-2,0,12,-16,1,6,17,-31,-33,-6,-1,16,-27,2,-22
426,5,39,5,19,-4,-3,0,13,-17,2,5,17,-31,-34,-5,-2,17,-26,1,-22
427,6,40,5,20,-5,-2,0,14,-17,1,5,17,-32,-35,-6,-2,17,-25,2,-21
428,6,39,4,21,-5,-2,-1,13,-17,1,6,18,-33,-35,-6,-3,17,-25,1,-22
429,5,40,5,21,-6,-2,0,13,-18,2,6,17,-32,-34,-7,-3,18,-24,0,-21
430,5,39,4,20,-5,-3,-1,14,-19,2,5,16,-33,-33,-6,-4,17,-25,1,-21
431,4,40,4,20,-5,-3,-1,15,-18,2,4,16,-34,-34,-7,-5,16,-25,0,-22
432,4,39,3,20,-4,-4,-1,16,-18,2,5,16,-33,-33,-6,-5,16,-24,-1,-23
433,3,39,2,21,-3,-4,-2,15,-19,3,4,17,-34,-32,-7,-5,16,-23,-1,-22
434,4,39,3,21,-3,-4,-2,15,-19,4,4,17,-35,-31,-6,-5,15,-22,0,-21
435,3,40,2,22,-2,-3,-1,16,-19,5,5,16,-35,-30,-5,-4,15,-22,0,-22
436,3,41,2,21,-2,-3,0,15,-18,6,6,15,-34,-31,-4,-4,14,-22,-1,-21
437,4,40,2,20,-1,-3,1,16,-18,7,6,16,-33,-32,-4,-4,14,-21,-1,-20
438,3,39,1,20,-2,-4,2,17,-18,7,5,17,-32,-33,-3,-5,15,-20,0,-21
439,2,40,0,19,-1,-3,2,18,-19,8,6,17,-33,-32,-4,-4,14,-19,1,-21
440,2,41,1,19,-2,-2,2,19,-20,7,5,16,-34,-31,-5,-3,13,-19,0,-20
441,3,42,0,18,-2,-2,3,20,-20,7,5,16,-35,-32,-4,-4,12,-18,-1,-19
442,3,41,0,17,-3,-2,3,21,-21,7,6,15,-34,-31,-5,-5,11,-18,-2,-18
443,3,41,1,16,-4,-1,2,22,-22,7,7,15,-35,-32,-4,-5,11,-19,-2,-17
444,3,40,1,15,-5,-1,2,23,-22,8,7,16,-34,-31,-5,-6,12,-19,-2,-18
445,3,40,1,16,-6,-2,3,24,-23,8,8,17,-35,-30,-4,-6,11,-19,-3,-17
446,4,41,0,17,-7,-2,4,25,-24,9,9,18,-34,-31,-4,-7,10,-19,-3,-16
447,4,42,0,18,-7,-1,5,24,-25,9,10,17,-33,-31,-5,-7,10,-19,-4,-17
448,4,42,1,19,-6,0,5,23,-24,8,9,17,-32,-30,-4,-6,11,-18,-4,-18
449,4,42,1,19,-5,0,4,22,-25,7,10,16,-32,-29,-4,-7,11,-19,-4,-19
450,3,41,1,19,-6,0,4,21,-25,6,10,16,-32,-30,-5,-8,10,-19,-3,-19
451,4,41,2,20,-7,-1,4,22,-25,5,11,17,-32,-30,-6,-8,11,-20,-2,-18
452,4,41,2,20,-7,-1,5,22,-25,4,11,18,-32,-29,-6,-8,11,-21,-1,-19
453,5,42,3,21,-7,-1,4,23,-25,5,10,19,-31,-29,-5,-9,11,-20,0,-18
454,5,41,2,21,-8,0,3,24,-24,4,9,19,-32,-28,-4,-8,11,-19,0,-19
455,6,41,2,21,-7,-1,3,25,-25,3,8,20,-31,-29,-4,-7,10,-18,1,-19
456,5,42,3,21,-7,-1,3,26,-25,3,8,21,-30,-29,-3,-8,10,-18,2,-19
457,4,43,3,21,-6,-2,3,25,-25,4,9,21,-29,-30,-2,-9,10,-18,1,-19
458,4,43,4,22,-6,-2,2,26,-26,5,8,21,-28,-31,-3,-8,11,-19,1,-18
459,5,42,4,23,-6,-2,2,25,-25,6,8,22,-28,-31,-4,-8,10,-20,0,-19
460,6,43,3,22,-6,-1,3,24,-25,7,7,22,-27,-32,-4,-7,10,-19,1,-19
461,7,42,3,23,-6,0,2,23,-25,6,6,23,-26,-33,-3,-7,11,-20,1,-18
462,7,43,2,24,-5,1,1,23,-25,5,7,22,-25,-32,-4,-6,11,-19,1,-19
463,8,43,2,25,-4,0,2,23,-26,6,6,22,-26,-31,-3,-6,11,-18,0,-18
464,7,44,1,24,-4,1,1,22,-26,6,6,23,-27,-30,-3,-7,12,-19,-1,-17
465,6,45,2,23,-5,2,2,21,-26,6,5,23,-26,-31,-3,-6,11,-20,-2,-17
466,6,44,2,24,-6,3,3,21,-27,6,4,22,-25,-30,-2,-5,10,-19,-3,-17
467,5,43,1,24,-5,4,3,21,-26,6,3,22,-26,-31,-2,-6,11,-20,-2,-18
468,4,44,2,24,-6,4,4,20,-25,5,4,22,-27,-32,-1,-7,11,-19,-1,-19
469,5,44,1,24,-6,4,4,21,-26,6,5,23,-27,-31,-2,-8,11,-20,-1,-20
470,4,43,0,24,-6,5,5,20,-27,7,5,24,-27,-30,-3,-7,12,-21,-2,-19
471,3,43,0,24,-7,5,5,19,-28,6,5,25,-28,-30,-3,-6,11,-20,-1,-18
472,2,44,0,25,-6,5,4,18,-29,5,6,26,-27,-29,-4,-5,12,-20,-2,-19
473,1,44,1,24,-5,5,5,19,-29,4,7,25,-27,-30,-5,-4,13,-21,-3,-20
474,2,44,0,25,-4,6,4,18,-30,3,7,25,-27,-31,-5,-4,13,-22,-3,-19
475,3,43,1,25,-5,5,4,19,-30,2,7,24,-27,-30,-6,-3,13,-23,-2,-20
476,2,42,1,26,-5,4,4,19,-31,3,8,25,-27,-31,-7,-2,14,-23,-3,-19
477,2,42,1,26,-5,3,4,20,-31,4,8,25,-26,-32,-8,-2,15,-22,-2,-19
478,1,43,2,25,-6,2,5,20,-32,3,7,26,-26,-32,-8,-2,15,-22,-3,-20
479,0,43,1,26,-6,3,5,19,-31,4,7,26,-25,-31,-7,-2,16,-22,-3,-19
480,-1,43,0,27,-6,4,5,19,-30,5,7,26,-26,-30,-6,-2,15,-22,-4,-20
481,0,43,-1,27,-5,5,6,18,-31,5,7,27,-26,-30,-5,-1,14,-23,-4,-21
482,-1,43,-2,28,-6,6,5,17,-32,4,6,27,-27,-29,-4,-1,13,-24,-4,-21
483,-1,44,-2,28,-5,5,5,18,-32,5,7,26,-27,-28,-4,0,14,-23,-4,-21
484,-2,44,-3,28,-6,4,5,19,-31,6,8,27,-26,-29,-4,-1,15,-23,-4,-20
485,-3,44,-4,29,-6,3,5,20,-30,6,9,28,-25,-28,-3,-1,15,-23,-5,-19
486,-2,44,-3,30,-6,4,5,21,-29,6,9,28,-24,-28,-3,0,15,-23,-4,-20
487,-2,44,-4,31,-7,5,6,20,-30,5,8,29,-24,-27,-2,-1,16,-23,-4,-21
488,-2,44,-4,32,-7,5,6,19,-31,5,8,30,-24,-28,-2,-2,17,-24,-4,-20
489,-3,43,-5,32,-6,4,5,18,-30,6,8,31,-24,-27,-3,-2,18,-23,-3,-20
490,-3,44,-5,31,-5,4,6,17,-31,5,8,31,-24,-26,-3,-3,18,-24,-3,-20
491,-4,43,-4,31,-4,4,7,16,-31,6,8,30,-25,-27,-4,-2,19,-23,-3,-19
492,-5,43,-5,31,-4,3,8,17,-32,7,7,30,-26,-27,-4,-2,20,-24,-4,-18
493,-4,43,-5,32,-4,2,7,16,-33,7,6,31,-27,-26,-4,-1,21,-23,-4,-19
494,-5,42,-6,33,-5,2,6,16,-34,7,7,32,-27,-25,-5,0,22,-24,-5,-19
495,-6,41,-6,32,-4,3,6,17,-35,8,7,31,-26,-26,-5,-1,22,-25,-4,-18
496,-5,41,-5,33,-3,4,7,18,-36,7,7,32,-26,-27,-4,-2,23,-25,-5,-17
497,-6,42,-6,33,-2,4,7,19,-36,6,7,33,-25,-26,-4,-2,24,-24,-6,-17
498,-7,43,-6,32,-1,5,8,20,-37,6,7,33,-25,-27,-3,-2,23,-24,-6,-18
499,-8,44,-7,33,-1,6,9,20,-38,5,8,32,-25,-27,-3,-2,24,-24,-5,-19
500,-9,45,-6,32,-2,7,10,19,-37,4,7,31,-26,-28,-4,-3,24,-23,-5,-19
501,-8,46,-7,33,-2,8,10,20,-38,3,8,31,-27,-29,-4,-2,24,-22,-4,-18
502,-7,47,-7,34,-1,9,11,21,-39,2,8,31,-27,-30,-5,-1,24,-23,-4,-17
503,-8,48,-8,33,-2,9,10,22,-39,1,8,31,-27,-29,-6,0,23,-23,-4,-17
504,-7,47,-8,32,-1,9,9,22,-39,2,8,30,-26,-30,-5,0,24,-23,-3,-16
505,-7,46,-8,31,-2,9,8,21,-38,2,7,30,-26,-30,-5,-1,23,-24,-3,-15
506,-8,47,-8,31,-2,8,9,22,-39,1,7,30,-26,-29,-4,-2,22,-25,-4,-15
507,-7,47,-8,30,-2,9,9,22,-38,0,6,31,-25,-30,-4,-3,22,-24,-3,-14
508,-6,48,-9,31,-3,10,8,23,-37,0,5,32,-26,-31,-4,-3,21,-23,-3,-14
509,-5,47,-9,30,-2,10,7,24,-37,1,6,32,-26,-31,-4,-2,22,-22,-2,-15
510,-4,47,-8,30,-3,10,6,24,-37,2,7,32,-25,-31,-4,-2,23,-21,-1,-15
511,-5,46,-9,31,-3,11,7,24,-37,1,8,31,-25,-30,-5,-1,24,-20,-1,-14
512,-6,45,-9,31,-3,12,7,24,-37,0,8,31,-24,-29,-4,-1,23,-19,-2,-13
513,-5,44,-9,32,-3,11,7,25,-37,-1,9,32,-25,-30,-5,-1,22,-19,-1,-13
514,-6,45,-10,33,-3,10,6,25,-37,-1,9,33,-26,-29,-5,0,21,-20,0,-14
515,-5,44,-9,33,-3,9,5,24,-36,-2,8,34,-26,-30,-4,1,21,-20,1,-14
516,-5,43,-10,34,-2,9,6,25,-37,-1,7,34,-27,-31,-4,0,20,-20,1,-14
517,-4,44,-10,33,-1,9,5,26,-36,0,7,33,-27,-31,-4,-1,19,-21,0,-13
518,-5,45,-11,33,-1,9,6,26,-36,0,6,32,-26,-32,-4,-2,18,-22,0,-12
519,-5,46,-11,33,-1,8,5,25,-37,-1,7,31,-25,-32,-3,-2,19,-21,-1,-13
520,-4,47,-11,33,0,9,6,25,-37,-1,6,30,-26,-31,-4,-1,18,-20,0,-12
521,-3,48,-10,34,0,9,7,24,-38,-1,7,30,-27,-32,-4,-2,18,-19,1,-12
522,-4,47,-9,33,-1,10,7,23,-38,-2,6,31,-26,-31,-3,-2,18,-19,2,-11
523,-3,46,-8,34,-1,11,7,23,-39,-3,6,32,-25,-32,-3,-3,19,-19,2,-11
524,-2,45,-7,35,-2,10,6,24,-40,-3,5,32,-25,-32,-4,-2,20,-20,1,-11
525,-2,44,-7,35,-3,9,7,25,-40,-4,6,31,-24,-32,-3,-2,19,-19,2,-12
526,-3,44,-8,34,-2,10,7,24,-39,-4,7,30,-23,-33,-2,-1,18,-18,1,-12
527,-3,45,-7,35,-3,11,6,25,-38,-4,6,29,-22,-34,-2,-1,19,-17,2,-11
528,-4,44,-6,36,-2,12,7,26,-37,-5,5,28,-22,-35,-1,0,19,-18,2,-12
529,-4,43,-5,36,-2,12,7,26,-38,-4,5,27,-22,-36,-2,0,19,-18,2,-12
530,-4,44,-6,36,-2,12,6,26,-38,-5,5,28,-23,-36,-3,1,19,-19,3,-12
531,-5,45,-6,35,-1,11,7,25,-38,-6,6,28,-24,-37,-4,2,20,-18,3,-11
532,-5,46,-7,35,0,11,6,24,-37,-7,6,28,-25,-37,-5,2,20,-17,2,-12
