step,walk_1_x,walk_1_y,walk_2_x,walk_2_y,walk_3_x,walk_3_y,walk_4_x,walk_4_y,walk_5_x,walk_5_y,walk_6_x,walk_6_y,walk_7_x,walk_7_y,walk_8_x,walk_8_y,walk_9_x,walk_9_y,walk_10_x,walk_10_y
259,4,11,-8,-8,-9,-8,-21,-1,17,-28,21,-14,-12,16,-25,8,-6,23,3,9
260,3,10,-7,-8,-9,-8,-20,-1,18,-27,22,-13,-13,15,-25,9,-5,24,3,9
261,2,10,-6,-7,-8,-8,-21,-1,19,-28,21,-13,-12,16,-26,8,-4,25,3,9
262,1,9,-5,-7,-8,-8,-20,-1,20,-29,21,-12,-12,16,-25,7,-4,26,2,9
263,0,8,-5,-8,-8,-8,-20,-2,21,-29,22,-12,-11,16,-25,7,-5,25,3,9
264,-1,7,-6,-8,-7,-9,-19,-2,20,-30,22,-11,-11,16,-24,8,-5,25,3,9
265,0,7,-7,-9,-7,-10,-19,-2,19,-31,21,-10,-12,15,-24,7,-5,24,3,8
266,-1,7,-6,-8,-6,-11,-19,-1,19,-32,20,-9,-12,15,-23,8,-4,25,3,8
267,-2,7,-6,-8,-6,-12,-20,0,20,-33,20,-9,-13,16,-23,9,-3,24,4,9
268,-2,6,-7,-7,-7,-12,-19,0,20,-32,21,-9,-12,16,-22,10,-4,23,3,10
269,-2,7,-7,-8,-7,-11,-18,0,19,-31,21,-10,-11,15,-23,9,-4,23,4,9
270,-3,6,-8,-7,-6,-10,-18,0,18,-32,22,-9,-11,14,-23,10,-3,24,5,8
271,-3,5,-9,-8,-6,-10,-17,-1,19,-33,22,-8,-11,14,-24,10,-4,23,4,9
272,-4,6,-10,-7,-7,-9,-16,0,20,-33,22,-8,-12,13,-24,11,-3,24,3,9
273,-4,5,-9,-8,-8,-8,-15,0,20,-34,23,-8,-11,13,-24,12,-3,23,2,8
274,-5,4,-9,-7,-7,-7,-16,1,20,-35,22,-9,-11,12,-23,12,-4,24,3,7
275,-4,5,-9,-6,-7,-6,-17,1,20,-35,22,-10,-12,12,-22,13,-4,24,3,7
276,-3,4,-8,-6,-7,-6,-17,2,19,-36,21,-11,-12,13,-22,14,-3,23,4,8
277,-3,3,-9,-6,-6,-5,-17,2,18,-35,20,-10,-13,12,-22,14,-2,22,5,9
278,-3,3,-10,-6,-5,-5,-18,2,19,-36,20,-10,-13,13,-22,14,-1,22,6,9
279,-3,3,-9,-5,-5,-6,-18,1,20,-35,21,-9,-13,14,-22,15,-1,23,7,9
280,-2,3,-8,-5,-4,-5,-19,2,21,-35,20,-8,-12,15,-23,14,-1,23,6,9
281,-1,2,-8,-6,-3,-5,-19,3,22,-35,21,-8,-12,15,-23,15,-2,23,5,10
282,-1,1,-8,-6,-2,-4,-19,2,22,-34,20,-9,-11,16,-23,14,-2,23,6,11
283,-2,1,-7,-7,-1,-3,-20,1,23,-34,20,-10,-12,15,-24,13,-1,23,7,10
284,-1,1,-8,-6,0,-4,-19,1,23,-35,21,-11,-12,14,-25,13,0,22,7,11
285,-2,1,-9,-5,0,-3,-20,2,24,-36,20,-11,-11,15,-24,14,1,22,8,10
286,-2,1,-10,-6,0,-2,-21,3,23,-36,20,-12,-10,16,-24,13,1,22,8,11
287,-1,1,-9,-5,0,-3,-22,3,22,-36,20,-12,-10,17,-24,14,1,21,7,12
288,0,1,-9,-6,-1,-2,-21,4,22,-37,20,-12,-9,17,-25,13,1,22,7,12
289,0,0,-9,-6,-1,-3,-22,3,21,-36,19,-12,-9,18,-24,12,2,21,6,11
290,1,-1,-8,-6,-1,-3,-23,4,20,-35,19,-11,-8,19,-23,11,1,20,6,12
291,2,0,-9,-6,0,-4,-24,3,20,-34,19,-11,-7,19,-23,10,1,19,5,13
292,2,-1,-8,-6,1,-4,-25,3,21,-34,19,-11,-8,18,-23,11,1,20,6,13
293,3,0,-7,-5,2,-5,-24,3,20,-34,18,-11,-7,19,-23,12,2,20,6,13
294,4,-1,-8,-4,3,-4,-25,2,20,-34,19,-12,-8,19,-23,11,2,20,6,12
295,4,-2,-8,-5,3,-3,-26,2,21,-34,19,-11,-9,20,-23,12,2,19,5,11
296,3,-3,-9,-5,4,-4,-25,1,22,-33,20,-12,-9,19,-23,12,2,18,4,10
297,4,-2,-10,-4,4,-5,-24,0,23,-32,21,-13,-9,19,-22,11,3,18,3,10
298,4,-3,-11,-4,3,-6,-25,0,23,-33,20,-13,-9,20,-23,12,3,19,4,10
299,3,-2,-10,-4,4,-5,-24,0,22,-32,19,-14,-9,21,-24,12,4,20,4,9
300,3,-3,-11,-4,3,-4,-24,-1,21,-31,18,-13,-8,20,-25,13,4,20,3,8
301,3,-4,-12,-5,2,-4,-25,-1,22,-32,19,-14,-7,20,-26,13,4,21,4,7
302,4,-5,-12,-4,1,-4,-24,0,23,-33,20,-15,-6,19,-25,14,4,21,4,8
303,3,-4,-13,-4,1,-5,-23,-1,23,-33,21,-14,-7,19,-26,14,5,20,5,7
304,3,-3,-13,-5,0,-5,-23,0,22,-33,21,-13,-7,19,-26,13,6,20,4,6
305,4,-2,-14,-5,-1,-5,-24,-1,22,-34,21,-13,-8,19,-25,12,5,19,3,6
306,4,-2,-13,-4,-1,-4,-25,-2,22,-33,21,-14,-9,19,-24,12,6,18,2,5
307,4,-3,-14,-3,-2,-4,-25,-2,22,-34,22,-14,-8,19,-25,12,7,18,1,6
308,4,-2,-13,-2,-3,-4,-26,-2,21,-34,22,-13,-8,18,-24,13,7,19,2,7
309,5,-2,-13,-1,-2,-3,-25,-1,22,-34,22,-12,-8,18,-24,13,7,18,3,7
310,5,-1,-14,0,-1,-3,-25,0,23,-35,23,-11,-7,19,-25,13,7,17,4,6
311,5,-2,-14,0,-1,-2,-24,1,22,-35,22,-10,-8,19,-25,12,6,18,4,6
312,6,-3,-13,-1,-1,-3,-24,1,23,-34,22,-9,-7,19,-26,12,6,18,5,7
313,5,-4,-14,0,0,-3,-25,0,24,-35,22,-9,-7,20,-26,11,6,18,6,8
314,6,-3,-13,-1,0,-2,-26,0,25,-35,23,-10,-8,21,-26,12,5,17,6,7
315,7,-3,-13,-2,-1,-3,-26,1,25,-35,24,-10,-8,21,-26,13,5,16,6,7
316,6,-4,-13,-3,-1,-3,-27,0,24,-34,25,-11,-9,20,-27,14,6,15,5,6
317,6,-4,-12,-3,-1,-4,-27,-1,23,-35,24,-11,-9,19,-28,15,6,16,4,7
318,6,-5,-12,-2,0,-5,-27,-2,22,-34,24,-10,-8,20,-29,16,7,16,5,6
319,5,-5,-12,-2,-1,-4,-28,-1,21,-33,25,-11,-7,21,-29,15,7,16,5,5
320,6,-6,-11,-3,-1,-3,-28,-2,22,-34,24,-10,-7,20,-30,14,6,16,6,5
321,5,-5,-12,-3,-1,-2,-29,-1,22,-34,24,-11,-8,21,-29,15,5,15,6,6
322,6,-5,-13,-4,0,-1,-28,0,23,-33,24,-10,-9,20,-29,14,5,15,5,5
323,7,-6,-14,-5,1,0,-28,-1,24,-32,25,-9,-10,21,-30,14,4,16,4,6
324,8,-7,-13,-5,1,1,-27,-1,23,-31,25,-9,-9,22,-30,15,4,15,4,7
325,8,-6,-14,-5,0,0,-28,0,22,-30,24,-8,-8,21,-29,15,5,14,4,6
326,7,-6,-13,-6,0,0,-29,-1,21,-29,23,-9,-7,20,-29,16,6,15,3,6
327,7,-6,-14,-5,1,0,-29,-1,22,-29,22,-8,-8,21,-29,16,5,15,3,6
328,7,-6,-14,-4,0,-1,-29,-1,23,-30,22,-7,-8,21,-30,17,4,16,4,6
329,8,-7,-14,-3,-1,-1,-29,-2,23,-30,23,-6,-8,21,-30,17,4,15,4,7
330,8,-7,-13,-4,-1,0,-30,-1,23,-31,24,-5,-8,21,-30,18,4,15,3,8
331,8,-6,-14,-5,-2,0,-31,-2,24,-32,24,-5,-8,21,-30,17,3,15,3,9
332,8,-5,-13,-5,-2,1,-31,-2,25,-31,24,-6,-9,21,-30,16,2,14,2,8
333,7,-4,-14,-4,-3,2,-31,-3,26,-30,24,-6,-10,20,-30,15,1,14,1,9
334,8,-4,-14,-3,-2,3,-30,-3,27,-30,25,-7,-9,20,-30,14,0,15,0,10
335,9,-5,-14,-2,-1,4,-31,-2,28,-29,25,-7,-8,20,-31,14,-1,15,1,10
336,10,-4,-14,-2,-1,4,-30,-2,28,-30,26,-7,-9,21,-31,14,0,15,1,9
337,9,-4,-15,-2,0,5,-31,-3,28,-29,26,-8,-10,22,-30,15,0,14,1,10
338,10,-3,-15,-2,-1,6,-31,-4,29,-29,26,-8,-11,22,-29,14,0,14,1,9
339,10,-4,-14,-1,-1,7,-31,-4,28,-30,26,-9,-12,22,-29,14,1,13,1,9
340,11,-3,-13,-1,0,8,-31,-4,29,-30,25,-8,-13,23,-29,15,1,14,1,9
341,11,-3,-14,0,0,7,-31,-4,28,-31,25,-9,-13,22,-30,14,0,14,2,8
342,10,-3,-14,-1,0,7,-31,-4,29,-30,24,-8,-12,22,-31,14,0,14,3,9
343,10,-4,-13,0,0,6,-32,-3,28,-31,24,-7,-11,23,-32,13,-1,14,4,8
344,11,-4,-12,1,1,5,-33,-3,27,-32,25,-8,-11,23,-32,13,0,13,5,7
345,12,-3,-13,0,1,6,-34,-4,26,-31,24,-9,-10,23,-32,12,1,13,6,8
346,13,-3,-13,0,2,6,-33,-5,27,-30,25,-8,-10,23,-32,13,2,13,5,7
347,13,-3,-13,0,2,6,-32,-6,27,-29,25,-7,-9,23,-33,13,2,12,4,8
348,14,-3,-12,0,3,7,-32,-6,27,-29,26,-8,-10,23,-34,13,1,13,5,9
349,15,-3,-11,0,4,7,-31,-5,26,-29,25,-7,-10,24,-35,14,1,13,6,10
350,16,-2,-10,0,3,6,-32,-6,25,-29,24,-7,-9,25,-34,13,0,12,7,11
351,16,-2,-11,1,2,6,-31,-6,24,-28,23,-6,-8,25,-33,14,0,11,8,11
352,15,-1,-10,2,3,6,-31,-5,24,-27,24,-6,-7,24,-34,14,-1,12,9,12
353,15,-2,-10,2,4,6,-31,-4,25,-26,23,-6,-6,25,-33,15,-1,11,8,13
354,14,-3,-10,2,4,5,-32,-5,25,-25,22,-6,-7,24,-33,15,-2,12,8,14
355,14,-3,-9,1,5,4,-32,-4,24,-24,22,-7,-8,25,-34,16,-2,13,9,15
356,14,-4,-10,0,6,4,-31,-5,25,-23,21,-7,-7,26,-33,16,-1,14,10,16
357,14,-4,-9,-1,5,5,-32,-6,24,-23,22,-8,-7,26,-34,17,-2,13,9,15
358,14,-3,-8,-1,4,5,-33,-7,24,-22,23,-8,-8,25,-35,18,-2,14,10,14
359,15,-2,-9,0,3,6,-34,-6,25,-23,23,-7,-9,26,-34,18,-3,13,10,13
360,15,-3,-9,1,2,7,-34,-6,25,-23,24,-7,-8,27,-35,17,-4,12,10,14
361,14,-3,-10,2,1,7,-34,-7,25,-24,24,-8,-7,27,-35,18,-3,11,11,14
362,14,-2,-10,1,0,8,-34,-7,24,-23,25,-9,-7,26,-36,17,-2,10,12,15
363,15,-2,-11,0,-1,8,-33,-7,23,-24,26,-9,-7,26,-37,16,-2,11,12,15
364,16,-3,-10,-1,-2,9,-32,-6,23,-24,26,-10,-6,26,-36,17,-3,11,11,16
365,15,-2,-9,0,-3,10,-32,-7,22,-23,25,-11,-6,27,-36,17,-2,11,11,17
366,14,-1,-8,-1,-4,9,-31,-6,21,-24,25,-11,-6,28,-37,18,-1,11,10,18
367,14,-2,-8,0,-5,8,-30,-5,21,-23,25,-12,-5,28,-38,18,-2,12,9,18
368,14,-3,-9,0,-6,7,-31,-5,20,-23,24,-11,-4,29,-39,18,-1,11,9,17
369,14,-4,-10,0,-5,7,-31,-4,19,-22,24,-10,-5,28,-38,19,-1,12,8,17
370,15,-4,-11,-1,-4,6,-30,-4,19,-22,23,-9,-5,29,-39,19,-1,13,7,17
371,14,-4,-11,0,-3,6,-30,-5,18,-22,24,-8,-4,28,-38,18,-2,12,8,17
372,15,-5,-12,0,-4,7,-31,-5,17,-22,24,-8,-5,29,-39,17,-1,12,8,17
373,15,-5,-11,-1,-3,7,-32,-5,18,-22,23,-7,-4,30,-38,16,-2,13,9,18
374,15,-4,-10,-2,-4,8,-31,-5,19,-23,24,-8,-4,31,-38,16,-3,12,10,19
375,16,-5,-10,-2,-4,8,-30,-6,18,-22,23,-7,-4,31,-39,17,-3,13,9,19
376,15,-6,-11,-1,-4,8,-31,-5,18,-21,22,-7,-5,32,-38,17,-4,14,8,19
377,16,-7,-11,-1,-4,9,-32,-5,18,-21,23,-7,-5,32,-39,18,-4,13,7,19
378,15,-7,-10,0,-3,8,-31,-5,18,-21,23,-6,-5,32,-38,18,-5,14,6,19
379,14,-6,-10,1,-2,9,-31,-4,18,-21,24,-6,-6,32,-39,17,-4,13,7,20
380,14,-6,-9,2,-3,10,-31,-4,18,-22,23,-6,-6,32,-40,16,-4,12,6,19
381,13,-7,-9,2,-2,10,-31,-5,17,-21,24,-7,-5,32,-40,15,-3,11,6,20
382,13,-8,-8,1,-1,11,-31,-6,16,-20,25,-6,-5,31,-39,16,-4,10,6,20
383,14,-8,-8,0,-1,12,-30,-7,16,-21,24,-6,-4,31,-38,17,-4,11,5,19
384,14,-9,-7,1,0,12,-30,-7,15,-21,23,-7,-3,32,-38,16,-4,11,4,19
385,13,-9,-7,0,0,13,-30,-7,14,-20,22,-8,-3,32,-37,17,-4,12,5,20
386,14,-10,-7,-1,0,14,-30,-7,15,-20,22,-7,-4,33,-37,18,-5,11,5,20
387,14,-9,-6,0,-1,14,-30,-8,16,-21,21,-6,-3,32,-38,18,-4,10,4,21
388,14,-8,-5,-1,-2,13,-30,-9,17,-22,21,-5,-4,31,-38,18,-4,10,5,20
389,14,-8,-5,-1,-1,13,-29,-8,16,-23,21,-5,-4,32,-37,19,-4,9,4,21
390,14,-7,-5,0,-2,13,-28,-8,15,-22,20,-6,-4,32,-37,18,-4,8,4,21
391,15,-6,-5,0,-2,14,-28,-7,14,-22,21,-7,-3,33,-36,18,-3,7,3,21
392,16,-5,-4,1,-3,14,-29,-7,15,-22,22,-6,-2,33,-35,19,-2,6,3,22
393,15,-5,-3,1,-3,14,-30,-8,16,-23,23,-5,-1,34,-36,19,-1,6,3,22
394,14,-6,-2,1,-4,14,-31,-8,15,-23,24,-4,-1,34,-36,19,0,7,3,21
395,14,-7,-1,1,-5,14,-30,-7,16,-22,23,-4,-2,34,-37,18,-1,6,4,20
396,15,-8,0,1,-4,13,-29,-7,17,-21,22,-5,-2,35,-38,19,-1,5,5,19
397,14,-9,0,2,-4,12,-28,-7,16,-20,23,-4,-2,34,-37,19,-1,4,5,18
398,14,-9,0,2,-4,11,-29,-8,16,-20,23,-3,-3,35,-36,18,-1,3,4,17
399,14,-8,1,2,-4,10,-29,-9,16,-21,24,-2,-4,35,-37,17,-2,2,5,18
400,15,-8,2,3,-5,11,-28,-9,15,-22,23,-1,-3,34,-38,17,-1,1,6,17
401,15,-7,1,3,-5,11,-29,-8,16,-22,24,0,-3,35,-38,17,-2,2,5,17
402,16,-6,1,3,-4,11,-29,-7,15,-21,24,1,-3,35,-37,16,-1,1,4,18
403,16,-6,1,4,-3,11,-28,-7,16,-22,24,0,-4,34,-36,17,-1,0,3,18
404,17,-6,0,3,-4,12,-29,-6,17,-22,23,0,-4,34,-36,16,-2,0,2,19
405,17,-6,-1,3,-5,12,-28,-6,17,-23,22,1,-5,34,-36,16,-3,1,2,20
406,16,-6,0,4,-4,11,-29,-7,16,-22,22,2,-6,35,-35,15,-4,0,2,21
407,16,-7,1,4,-4,10,-30,-6,15,-21,22,3,-7,35,-35,16,-4,0,1,22
408,17,-6,1,3,-5,11,-29,-5,15,-21,21,2,-7,35,-35,15,-5,1,0,22
409,18,-7,1,2,-6,10,-29,-6,16,-21,22,1,-7,35,-36,16,-5,0,-1,21
410,18,-8,2,1,-7,9,-30,-6,17,-22,21,0,-6,35,-35,17,-4,0,0,22
411,19,-7,3,1,-7,8,-30,-7,16,-23,20,-1,-6,34,-34,18,-5,-1,1,21
412,19,-8,4,2,-8,8,-31,-6,15,-23,20,-1,-6,34,-35,17,-4,-1,1,22
413,18,-7,4,3,-9,7,-32,-6,15,-23,19,0,-5,33,-35,18,-3,0,2,22
414,17,-6,4,4,-10,8,-31,-7,14,-23,19,0,-4,34,-34,18,-2,0,3,23
415,16,-7,5,3,-10,9,-30,-8,14,-22,20,0,-5,34,-33,17,-2,-1,2,22
416,17,-7,6,3,-11,9,-29,-9,13,-21,21,0,-6,35,-34,18,-3,-1,3,23
417,17,-6,7,2,-11,10,-28,-9,13,-22,20,0,-5,36,-34,19,-2,-2,2,24
418,18,-5,8,2,-12,10,-29,-10,13,-23,20,-1,-6,35,-33,19,-2,-2,3,23
419,18,-4,7,1,-11,10,-28,-9,12,-24,21,-2,-5,34,-32,19,-3,-3,2,23
420,18,-3,8,1,-11,10,-29,-10,11,-24,21,-3,-5,33,-32,19,-4,-4,1,22
421,17,-4,8,1,-11,9,-28,-11,12,-24,21,-3,-4,34,-31,19,-4,-4,1,22
422,17,-3,9,2,-11,8,-28,-12,11,-23,21,-2,-4,33,-31,20,-5,-4,1,23
423,17,-3,9,3,-10,7,-29,-12,11,-24,21,-2,-5,34,-32,19,-6,-4,0,23
424,18,-3,8,3,-11,8,-28,-13,10,-24,20,-3,-5,35,-31,18,-7,-4,1,23
425,19,-4,8,3,-11,9,-27,-13,10,-25,20,-3,-5,34,-30,18,-7,-5,2,24
426,20,-5,7,3,-11,10,-27,-14,10,-26,21,-4,-4,34,-30,19,-7,-5,3,23
427,20,-5,6,3,-10,10,-28,-15,10,-25,22,-5,-3,35,-29,20,-7,-4,4,23
428,20,-6,5,3,-9,11,-27,-15,10,-24,21,-6,-3,36,-30,21,-6,-3,5,23
429,19,-6,6,3,-8,10,-26,-14,11,-23,20,-7,-4,36,-29,21,-6,-3,6,22
430,19,-5,6,2,-9,11,-25,-14,10,-24,20,-8,-4,37,-28,20,-7,-3,7,23
431,20,-4,6,2,-10,12,-26,-15,11,-24,21,-8,-5,37,-29,21,-7,-4,8,22
432,20,-3,6,2,-9,13,-26,-16,12,-24,22,-9,-4,38,-28,22,-7,-5,7,22
433,20,-2,7,2,-10,12,-26,-16,11,-23,23,-8,-5,38,-27,22,-6,-4,6,21
434,19,-3,8,1,-11,13,-27,-17,12,-24,22,-8,-4,37,-28,21,-7,-3,6,21
435,18,-2,8,2,-11,14,-27,-16,13,-23,21,-9,-3,37,-28,21,-8,-2,5,20
436,18,-2,7,1,-12,13,-26,-17,12,-23,21,-9,-4,38,-29,22,-8,-2,6,19
437,19,-3,6,2,-12,14,-25,-18,13,-24,22,-8,-3,39,-29,23,-8,-2,7,19
438,19,-2,7,2,-12,15,-26,-19,14,-25,23,-7,-2,38,-30,23,-7,-1,6,18
439,18,-2,6,1,-12,15,-26,-20,14,-25,22,-7,-1,37,-31,24,-6,-2,5,18
440,19,-2,6,0,-12,15,-25,-21,14,-24,22,-8,-2,38,-30,25,-6,-1,6,18
441,19,-1,5,1,-13,14,-25,-21,13,-25,22,-7,-1,38,-29,25,-7,0,5,19
442,18,-1,5,1,-12,13,-24,-21,14,-26,23,-6,0,39,-30,25,-6,-1,6,18
443,17,-1,6,0,-13,13,-25,-21,14,-27,24,-6,-1,39,-29,25,-6,0,5,17
444,17,-2,7,0,-12,13,-25,-22,13,-26,23,-7,0,38,-29,25,-6,-1,5,16
445,16,-2,6,0,-13,14,-25,-22,12,-27,22,-8,-1,39,-30,26,-7,-2,6,16
446,17,-3,5,-1,-13,13,-24,-21,11,-27,22,-9,0,39,-29,26,-6,-3,5,17
447,16,-3,5,-2,-13,14,-23,-21,10,-26,23,-9,0,38,-28,27,-5,-2,6,18
448,17,-3,5,-1,-13,14,-24,-21,11,-27,24,-10,1,39,-29,26,-4,-2,7,18
449,16,-3,5,0,-14,14,-23,-20,10,-28,23,-9,1,38,-30,27,-5,-2,7,18
450,15,-3,5,1,-15,15,-22,-19,11,-29,24,-8,1,37,-30,28,-6,-2,8,19
451,14,-3,6,1,-16,15,-22,-20,10,-30,23,-8,0,36,-30,28,-7,-3,7,18
452,15,-4,6,1,-16,15,-22,-20,9,-30,22,-7,-1,36,-30,29,-6,-2,7,17
453,14,-5,5,2,-17,14,-23,-20,10,-30,22,-8,0,36,-30,29,-7,-2,6,16
454,13,-6,4,2,-17,13,-24,-20,11,-29,23,-9,1,37,-30,29,-6,-2,6,16
455,13,-6,4,3,-16,12,-23,-21,10,-29,22,-10,1,37,-31,29,-7,-1,6,15
456,14,-7,4,2,-16,13,-23,-22,11,-30,22,-9,0,36,-30,28,-6,-1,7,15
457,13,-7,5,1,-15,14,-24,-22,11,-30,21,-9,1,37,-29,29,-7,0,8,16
458,14,-6,6,1,-15,13,-25,-22,12,-29,20,-9,1,38,-30,29,-6,0,9,17
459,15,-7,5,0,-14,13,-25,-21,12,-28,21,-8,0,39,-30,29,-6,1,9,16
460,14,-8,4,1,-13,12,-25,-21,11,-27,20,-8,1,40,-31,28,-5,2,10,15
461,13,-7,5,2,-14,12,-24,-22,10,-28,20,-8,0,39,-31,28,-4,1,10,16
462,12,-8,6,2,-14,11,-25,-23,9,-29,20,-7,0,38,-31,29,-5,1,9,15
463,12,-8,6,3,-14,10,-24,-24,10,-30,21,-6,1,39,-31,30,-6,0,10,15
464,11,-8,5,3,-13,11,-24,-24,11,-31,21,-5,2,40,-31,31,-6,0,11,15
465,10,-7,4,2,-13,12,-25,-24,12,-30,20,-6,3,41,-31,31,-7,-1,11,16
466,10,-8,3,3,-13,13,-26,-24,11,-30,19,-6,2,40,-32,31,-8,-2,11,17
467,11,-9,4,4,-13,14,-25,-25,11,-29,20,-6,1,40,-32,32,-9,-1,11,16
468,10,-10,4,4,-14,14,-26,-25,12,-29,19,-7,2,40,-31,31,-9,-1,12,16
469,9,-10,5,3,-14,13,-27,-25,11,-28,19,-8,3,41,-32,32,-8,-1,12,16
470,8,-11,6,2,-14,12,-27,-26,12,-29,19,-9,4,42,-31,31,-8,0,11,15
471,8,-12,5,3,-13,12,-27,-25,13,-29,18,-10,3,41,-30,30,-7,1,11,16
472,9,-11,5,2,-12,12,-28,-24,12,-30,18,-11,4,41,-31,29,-7,2,10,16
473,8,-10,6,2,-11,13,-29,-24,13,-31,18,-11,3,40,-32,28,-7,1,11,16
474,9,-10,5,1,-12,12,-29,-23,14,-30,19,-10,3,39,-32,27,-8,2,10,16
475,8,-10,6,1,-13,12,-30,-24,13,-29,18,-11,4,38,-32,26,-7,2,9,17
476,9,-10,6,2,-14,12,-30,-25,12,-29,17,-11,5,39,-33,25,-6,1,8,17
477,9,-10,6,1,-13,11,-31,-25,13,-28,17,-10,4,38,-34,24,-7,0,7,18
478,9,-11,5,2,-12,10,-31,-24,12,-27,17,-11,3,37,-33,25,-8,0,7,17
479,10,-10,4,3,-12,11,-30,-23,12,-27,16,-11,3,38,-32,26,-9,-1,8,18
480,10,-10,3,4,-11,11,-30,-23,11,-27,16,-10,2,38,-31,25,-8,-1,9,18
481,11,-11,3,5,-10,11,-29,-23,10,-28,16,-11,2,39,-30,24,-9,0,9,17
482,10,-12,2,5,-10,10,-29,-22,10,-29,17,-12,2,39,-29,25,-9,-1,8,16
483,9,-12,1,6,-11,11,-29,-22,9,-28,17,-11,1,38,-28,24,-9,-2,8,15
484,9,-13,2,5,-11,11,-29,-23,8,-28,16,-11,1,39,-29,25,-10,-1,8,14
485,9,-12,2,4,-11,10,-30,-24,8,-29,17,-10,2,39,-30,24,-10,0,8,14
486,8,-11,2,3,-11,11,-30,-25,9,-30,18,-11,2,40,-29,24,-9,0,8,14
487,8,-12,3,4,-10,12,-30,-26,10,-29,19,-12,2,41,-30,25,-8,1,9,15
488,8,-12,4,5,-10,11,-30,-26,11,-30,19,-13,1,40,-29,25,-7,2,8,14
489,7,-13,3,6,-10,12,-30,-26,10,-30,20,-14,1,39,-29,25,-6,2,8,13
490,8,-14,2,6,-11,11,-30,-25,10,-31,20,-14,1,38,-30,24,-6,2,8,14
491,9,-15,1,7,-11,11,-31,-26,10,-30,20,-14,1,38,-29,25,-7,3,9,13
492,10,-16,2,7,-12,11,-30,-25,11,-30,21,-13,1,37,-29,25,-8,2,9,12
493,10,-16,3,6,-13,12,-30,-25,12,-29,20,-13,0,38,-29,24,-9,1,10,11
494,11,-16,3,6,-12,13,-30,-25,11,-30,20,-14,0,39,-28,25,-10,1,11,10
495,11,-16,3,7,-11,13,-30,-26,11,-29,20,-15,1,39,-27,26,-11,2,10,9
496,10,-17,4,6,-12,12,-31,-26,12,-29,19,-15,1,39,-26,27,-10,3,10,8
497,10,-16,5,5,-11,13,-32,-27,11,-29,19,-14,1,38,-26,28,-9,2,9,7
498,9,-17,5,5,-11,14,-31,-28,11,-30,20,-14,2,37,-27,29,-10,2,8,6
499,9,-16,5,5,-12,13,-32,-27,12,-30,21,-14,2,38,-28,30,-9,3,8,6
500,8,-17,5,5,-11,12,-33,-27,11,-31,22,-13,3,37,-28,31,-8,2,8,7
501,8,-18,4,6,-10,11,-32,-27,11,-30,22,-12,3,37,-28,31,-7,1,9,6
502,7,-19,3,7,-9,10,-31,-28,11,-31,22,-13,3,36,-28,31,-6,0,9,5
503,6,-20,2,8,-10,10,-30,-29,10,-32,22,-14,4,36,-27,30,-6,0,9,6
504,7,-19,3,9,-9,10,-30,-28,10,-31,23,-15,4,37,-27,29,-5,-1,9,6
505,7,-19,2,8,-10,11,-31,-29,11,-32,23,-15,3,36,-26,28,-5,0,9,6
506,6,-20,1,9,-9,12,-30,-28,10,-31,23,-14,4,37,-26,28,-6,1,9,5
507,6,-19,2,9,-8,13,-31,-29,11,-32,24,-14,4,38,-26,29,-6,1,10,6
508,7,-20,2,9,-9,14,-31,-28,12,-33,24,-15,5,37,-26,30,-6,0,10,6
509,6,-20,3,10,-9,15,-32,-29,11,-34,25,-15,4,38,-26,30,-6,1,9,5
510,6,-19,2,9,-9,14,-31,-30,10,-34,26,-16,3,39,-25,29,-5,0,8,5
511,6,-19,2,8,-9,14,-31,-30,10,-34,27,-16,4,39,-25,30,-5,0,9,4
512,6,-20,2,8,-10,15,-31,-30,11,-35,27,-16,5,39,-25,29,-4,0,10,5
513,6,-21,2,9,-9,14,-30,-30,11,-36,27,-17,6,40,-24,29,-3,-1,11,4
514,6,-20,2,9,-8,13,-29,-30,10,-36,28,-16,5,39,-25,29,-2,0,11,4
515,6,-21,1,8,-9,12,-29,-29,11,-35,29,-16,6,40,-25,30,-3,1,10,4
516,6,-21,0,9,-9,11,-30,-29,10,-36,28,-16,7,39,-25,30,-2,2,11,3
517,6,-21,-1,8,-9,11,-30,-29,9,-35,29,-17,6,39,-24,30,-3,1,11,3
518,6,-21,-2,8,-10,11,-31,-29,9,-35,28,-16,7,40,-23,30,-2,2,10,4
519,6,-22,-1,8,-11,10,-31,-28,10,-36,28,-15,7,40,-22,29,-1,2,9,5
520,5,-23,-2,9,-10,9,-31,-27,10,-36,28,-14,7,39,-23,29,0,3,9,6
521,6,-22,-2,9,-11,9,-31,-27,10,-36,28,-13,6,40,-23,30,-1,3,8,5
522,7,-21,-2,8,-10,8,-30,-26,11,-36,28,-14,5,39,-24,29,-1,2,7,5
523,8,-22,-3,8,-10,7,-31,-25,10,-36,27,-13,5,38,-24,29,0,3,8,4
524,8,-21,-2,8,-11,7,-32,-26,10,-36,26,-14,5,37,-23,29,1,2,8,5
525,9,-22,-1,8,-10,6,-31,-25,9,-35,26,-14,5,36,-22,29,2,2,8,4
526,10,-23,0,8,-10,7,-32,-26,8,-34,26,-13,5,37,-23,28,2,2,7,4
527,9,-24,-1,7,-10,7,-33,-26,9,-35,26,-13,6,37,-23,29,1,1,6,3
528,9,-24,-2,6,-11,6,-32,-25,8,-34,27,-12,6,37,-23,29,2,2,5,4
